linux,x-windows-managers,http://unauthorised.org/dhog/9wm.html, - Window manager that attempts to emulate the Plan 9 window manager 8-1/2 as far as possible within the constraints imposed by X.
linux,x-windows-managers,https://awesomewm.org/, - Highly configurable window manager for X. Fast and extensible.
linux,x-windows-managers,https://github.com/bradleythughes/blackbox," - Lightweight window manager for the X window system, without library dependencies. Built using C++."
linux,x-windows-managers,https://github.com/baskerville/bspwm, - Tiling window manager that represents windows as the leaves of a full binary tree.
linux,x-windows-managers,https://launchpad.net/compiz, - OpenGL compositing window manager. It has a plug-in system to be changed at runtime.
linux,x-windows-managers,http://dwm.suckless.org/," - Dynamic window manager for X. It manages windows in tiled, monocle and floating layouts. All of the layouts can be applied dynamically, optimising the environment for the application and task performed."
linux,x-windows-managers,http://www.enlightenment.org/, - Window manager bundled with a whole suite of libraries to help you create beautiful user interfaces.
linux,x-windows-managers,http://www.fluxbox.org/," - Window manager for X, lightweight and easy to handle but full of features to make an easy and fast desktop experience. Built using C++."
linux,x-windows-managers,http://fvwm.org/, - ICCCM-compliant multiple virtual desktop window manager for X. Extremely powerful.
linux,x-windows-managers,http://i3wm.org/, - Tiling window manager. BSD-licensed. Primarily targeted at advanced users and developers.
linux,x-windows-managers,http://www.icewm.org/," - Window manager with the goal of being fast, simple, and not getting in the user's way."
linux,x-windows-managers,http://www.joewing.net/projects/jwm/," - Lightweight window manager for X11. Good choice for older and/or less powerful systems, though perfectly capable of running on modern systems. Built using C."
linux,x-windows-managers,https://www.yoctoproject.org/software-item/matchbox/," - Environment for X running on non-desktop embedded platforms such as handhelds, set-top boxes, kiosks and anything else for which screen space, input mechanisms or system resources are limited."
linux,x-windows-managers,https://download.gnome.org/sources/mutter/, - Window manager for X. Default window manager in GNOME 3.
linux,x-windows-managers,http://openbox.org/wiki/Main_Page, - Highly configurable window manager with extensive standards support.
linux,x-windows-managers,http://www.nongnu.org/ratpoison/," - A simple window manager with no library dependencies, no graphics, and no decorations. Modeled after GNU Screen."
linux,x-windows-managers,http://sawfish.tuxfamily.org/, - Extensible window manager. Its aim is to manage windows in the most flexible and attractive manner possible. Built using Lisp-based scripting language.
linux,x-windows-managers,https://code.google.com/p/wmii/," - Small, scriptable window manager, with a 9P filesystem interface and an acme-like layout."
linux,x-windows-managers,http://xmonad.org/, - Dynamically tiling X11 window manager. Makes work easier by automating aligning and searching for windows. Built using Haskell.
linux,other-desktop-environments,http://cinnamon.linuxmint.com/, - Strives to provide a traditional user experience.
linux,other-desktop-environments,http://www.equinox-project.org/," - Small desktop environment built to be responsive, light in resource usage and to have a familiar look and feel."
linux,other-desktop-environments,http://lxqt.org/," - Qt port and the upcoming version of LXDE, the Lightweight Desktop Environment. It is the product of the merge between the LXDE-Qt and the Razor-qt projects: A lightweight, modular, blazing-fast and user-friendly desktop environment."
linux,other-desktop-environments,http://www.mate-desktop.org/, - Provides an intuitive and attractive desktop to Linux users using traditional metaphors. Fork of GNOME 2.
linux,other-desktop-environments,https://elementary.io, - Pantheon is the default desktop environment originally created for the elementary OS distribution. The desktop has some similarities with GNOME Shell and macOS.
linux,other-desktop-environments,http://unity.ubuntu.com/, - Soon-to-be-deprecated DE designed by Canonical for Ubuntu. Based on GNOME.
linux,gnome-based,https://wiki.gnome.org/Apps/Builder, - IDE for GNOME that is focused on bringing the power of the GNOME platform to more developers.
linux,gnome-based,https://wiki.gnome.org/Apps/Evince, - The most popular document viewer on the GNOME platform.
linux,gnome-based,https://wiki.gnome.org/Apps/Gedit, - Powerful general purpose text editor.
linux,gnome-based,https://wiki.gnome.org/Apps/Polari, - IRC client built to be easy to use.
linux,gnome-based,https://wiki.gnome.org/Apps/Todo, - Minimalistic personal task manager designed to fit right into your GNOME desktop.
linux,pantheon-based,https://jangernert.github.io/FeedReader/, - RSS desktop client able to integrate with multiple online services.
linux,pantheon-based,http://manuel-kehl.de/projects/go-for-it/, - To-do list with built-in productivity timer.
linux,pantheon-based,http://parnold-x.github.io/nasc/, - Intelligent calculator app.
linux,pantheon-based,https://github.com/Philip-Scott/Spice-up, - Desktop presentation app.
linux,pantheon-based,http://vocalproject.net/, - Podcast client for the modern desktop.
linux,kde-based,https://userbase.kde.org/Dolphin, - File manager for KDE focusing on usability.
linux,kde-based,https://krita.org/en/, - Painting program.
linux,not-based-on-any-desktop-environment,https://atom.io, - Hackable text editor for the 21st century.
linux,not-based-on-any-desktop-environment,http://wereturtle.github.io/ghostwriter/, - Distraction-free Markdown editor.
linux,not-based-on-any-desktop-environment,http://gparted.sourceforge.net/, - The most popular disk partitioning software out there.
linux,not-based-on-any-desktop-environment,https://kodi.tv/, - Most popular entertainment center.
linux,not-based-on-any-desktop-environment,https://pwmt.org/projects/zathura/, - Highly customizable document viewer. It provides a minimalistic and space saving interface as well as an easy usage that mainly focuses on keyboard interaction.
linux,not-based-on-any-desktop-environment,https://etcher.io/," - Flash OS images to SD cards and USB drives, safely and easily."
linux,console-based-applications-and-tools,https://cmus.github.io/," - Small, fast and powerful console music player."
linux,console-based-applications-and-tools,https://github.com/nvbn/thefuck, - Command line tool which corrects your previously mistyped command.
linux,console-based-applications-and-tools,https://git-scm.com/, - Distributed version control system designed to handle everything from small to very large projects with speed and efficiency.
linux,console-based-applications-and-tools,https://nicolargo.github.io/glances/, - Cross-platform system monitoring tool.
linux,console-based-applications-and-tools,http://hisham.hm/htop/," - Nice looking, customizable task manager."
linux,console-based-applications-and-tools,http://www.nano-editor.org, - Simple to use text editor.
linux,console-based-applications-and-tools,http://www.cgsecurity.org/wiki/PhotoRec, - Useful tool for restoring deleted files.
linux,console-based-applications-and-tools,https://github.com/ranger/ranger, - Vim-inspired file manager for the console.
linux,console-based-applications-and-tools,https://github.com/KittyKatt/screenFetch, - Fetches system/theme information in terminal.
linux,console-based-applications-and-tools,https://github.com/koalaman/shellcheck, - Static analysis tool for shell scripts.
linux,console-based-applications-and-tools,https://github.com/sindresorhus/speed-test, - Test your Internet connection speed and ping using 
linux,console-based-applications-and-tools,http://www.cgsecurity.org/wiki/TestDisk, - A tool for disk partition recovery.
linux,console-based-applications-and-tools,http://jonas.nitro.dk/tig/, - Text-mode interface for git. It functions mainly as a Git repository browser.
linux,console-based-applications-and-tools,http://vim.org," - Advanced text editor that seeks to provide the power of the de-facto Unix editor 'Vi', with a more complete feature set."
linux,console-based-applications-and-tools,https://parall.ax/vtop, - Easily-extendable activity monitor.
linux,console-based-applications-and-tools,https://github.com/uoaerg/wavemon, - Monitoring application for wireless network devices.
linux,console-based-applications-and-tools,https://github.com/rg3/youtube-dl, - A tool to download videos from YouTube and other video sites.
